Area,Date,Area type,Region,Commodity category,Amount (USD),Amount 12 month rolling sum (USD)
Netherlands,2/1/2019,Country or economy,Europe,Heating and cooling systems,6846617,84505053
Netherlands,2/1/2019,Country or economy,Europe,Solar PV,137826878,663677663
Netherlands,2/1/2019,Country or economy,Europe,Wind,352791,12834707
Netherlands,3/1/2019,Country or economy,Europe,All technologies,315852493,2073244317
Netherlands,3/1/2019,Country or economy,Europe,Batteries,58747816,545509097
Netherlands,3/1/2019,Country or economy,Europe,EVs,19255262,260541514
Netherlands,3/1/2019,Country or economy,Europe,Grid,31564774,334190682
Netherlands,3/1/2019,Country or economy,Europe,Heating and cooling systems,14774642,89371110
Netherlands,3/1/2019,Country or economy,Europe,Solar PV,190836248,830619987
Netherlands,3/1/2019,Country or economy,Europe,Wind,673751,13011927
Netherlands,4/1/2019,Country or economy,Europe,All technologies,372798722,2302552611
Netherlands,4/1/2019,Country or economy,Europe,Batteries,52737818,563807402
Netherlands,4/1/2019,Country or economy,Europe,EVs,18817495,249414517
Netherlands,4/1/2019,Country or economy,Europe,Grid,46621950,357450627
Netherlands,4/1/2019,Country or economy,Europe,Heating and cooling systems,10801089,89336298
Netherlands,4/1/2019,Country or economy,Europe,Solar PV,243445812,1030220966
Netherlands,4/1/2019,Country or economy,Europe,Wind,374558,12322801
Netherlands,5/1/2019,Country or economy,Europe,All technologies,386958062,2548049519
Netherlands,5/1/2019,Country or economy,Europe,Batteries,40167115,566784964
Netherlands,5/1/2019,Country or economy,Europe,EVs,26909439,253645046
Netherlands,5/1/2019,Country or economy,Europe,Grid,60368321,388449070
Netherlands,5/1/2019,Country or economy,Europe,Heating and cooling systems,5586408,72318513
Netherlands,5/1/2019,Country or economy,Europe,Solar PV,253627269,1254538419
Netherlands,5/1/2019,Country or economy,Europe,Wind,299510,12313507
Netherlands,6/1/2019,Country or economy,Europe,All technologies,324274444,2733312300
Netherlands,6/1/2019,Country or economy,Europe,Batteries,45454901,569043420
Netherlands,6/1/2019,Country or economy,Europe,EVs,32084244,272415876
Netherlands,6/1/2019,Country or economy,Europe,Grid,41854646,394078257
Netherlands,6/1/2019,Country or economy,Europe,Heating and cooling systems,2921182,70339740
Netherlands,6/1/2019,Country or economy,Europe,Solar PV,201342093,1414829458
Netherlands,6/1/2019,Country or economy,Europe,Wind,617378,12605549
Netherlands,7/1/2019,Country or economy,Europe,All technologies,356990480,2994120659
Netherlands,7/1/2019,Country or economy,Europe,Batteries,39885598,574566078
Netherlands,7/1/2019,Country or economy,Europe,EVs,43404995,305442015
Netherlands,7/1/2019,Country or economy,Europe,Grid,45304768,409283611
Netherlands,7/1/2019,Country or economy,Europe,Heating and cooling systems,5082389,72769735
Netherlands,7/1/2019,Country or economy,Europe,Solar PV,222761678,1619578492
Netherlands,7/1/2019,Country or economy,Europe,Wind,551052,12480728
Netherlands,8/1/2019,Country or economy,Europe,All technologies,357515980,3254444008
Netherlands,8/1/2019,Country or economy,Europe,Batteries,52470998,588529252
Netherlands,8/1/2019,Country or economy,Europe,EVs,53585234,350468648
Netherlands,8/1/2019,Country or economy,Europe,Grid,49200384,433124424
Netherlands,8/1/2019,Country or economy,Europe,Heating and cooling systems,2361348,73605727
Netherlands,8/1/2019,Country or economy,Europe,Solar PV,198208544,1795467882
Netherlands,8/1/2019,Country or economy,Europe,Wind,1689472,13248075
Netherlands,9/1/2019,Country or economy,Europe,All technologies,336122430,3459933020
Netherlands,9/1/2019,Country or economy,Europe,Batteries,42031838,582475516
Netherlands,9/1/2019,Country or economy,Europe,EVs,46390926,375811509
Netherlands,9/1/2019,Country or economy,Europe,Grid,36948214,437847946
Netherlands,9/1/2019,Country or economy,Europe,Heating and cooling systems,1417413,73605863
Netherlands,9/1/2019,Country or economy,Europe,Solar PV,198536351,1966818316
Netherlands,9/1/2019,Country or economy,Europe,Wind,10797688,23373870
Netherlands,10/1/2019,Country or economy,Europe,All technologies,341703678,3616217485
Netherlands,10/1/2019,Country or economy,Europe,Batteries,39498072,573661166
Netherlands,10/1/2019,Country or economy,Europe,EVs,44994630,388118265
Netherlands,10/1/2019,Country or economy,Europe,Grid,50908920,459747202
Netherlands,10/1/2019,Country or economy,Europe,Heating and cooling systems,3281261,75324315
Netherlands,10/1/2019,Country or economy,Europe,Solar PV,202498669,2098295729
Netherlands,10/1/2019,Country or economy,Europe,Wind,522126,21070808
Netherlands,11/1/2019,Country or economy,Europe,All technologies,291493831,3715803841
Netherlands,11/1/2019,Country or economy,Europe,Batteries,41146658,567211431
Netherlands,11/1/2019,Country or economy,Europe,EVs,58480300,389399587
Netherlands,11/1/2019,Country or economy,Europe,Grid,42860912,477034357
Netherlands,11/1/2019,Country or economy,Europe,Heating and cooling systems,1762486,74618386
Netherlands,11/1/2019,Country or economy,Europe,Solar PV,146836644,2190026915
Netherlands,11/1/2019,Country or economy,Europe,Wind,406831,17513165
Netherlands,12/1/2019,Country or economy,Europe,All technologies,285616273,3835071876
Netherlands,12/1/2019,Country or economy,Europe,Batteries,55306286,561281051
Netherlands,12/1/2019,Country or economy,Europe,EVs,69390565,441617441
Netherlands,12/1/2019,Country or economy,Europe,Grid,29212360,483520958
Netherlands,12/1/2019,Country or economy,Europe,Heating and cooling systems,6562655,78020968
Netherlands,12/1/2019,Country or economy,Europe,Solar PV,121739544,2250465524
Netherlands,12/1/2019,Country or economy,Europe,Wind,3404863,20165934
Netherlands,1/1/2020,Country or economy,Europe,All technologies,341642517,3926070474
Netherlands,1/1/2020,Country or economy,Europe,Batteries,47324420,548180354
Netherlands,1/1/2020,Country or economy,Europe,EVs,62957697,487429887
Netherlands,1/1/2020,Country or economy,Europe,Grid,35255582,495608175
Netherlands,1/1/2020,Country or economy,Europe,Heating and cooling systems,14754483,76151973
Netherlands,1/1/2020,Country or economy,Europe,Solar PV,171103589,2288763319
Netherlands,1/1/2020,Country or economy,Europe,Wind,10246746,29936766
Netherlands,2/1/2020,Country or economy,Europe,All technologies,191583665,3902552575
Netherlands,2/1/2020,Country or economy,Europe,Batteries,15672699,530444219
Netherlands,2/1/2020,Country or economy,Europe,EVs,32556315,508827102
Netherlands,2/1/2020,Country or economy,Europe,Grid,16848413,486949244
Netherlands,2/1/2020,Country or economy,Europe,Heating and cooling systems,5279604,74584960
Netherlands,2/1/2020,Country or economy,Europe,Solar PV,115199130,2266135571
Netherlands,2/1/2020,Country or economy,Europe,Wind,6027504,35611479
Netherlands,3/1/2020,Country or economy,Europe,All technologies,374330238,3961030320
Netherlands,3/1/2020,Country or economy,Europe,Batteries,35594364,507290767
Netherlands,3/1/2020,Country or economy,Europe,EVs,17239331,506811171
Netherlands,3/1/2020,Country or economy,Europe,Grid,39052457,494436927
Netherlands,3/1/2020,Country or economy,Europe,Heating and cooling systems,31897551,91707869
Netherlands,3/1/2020,Country or economy,Europe,Solar PV,249879215,2325178538
Netherlands,3/1/2020,Country or economy,Europe,Wind,667320,35605048
Netherlands,4/1/2020,Country or economy,Europe,All technologies,522689236,4110920834
Netherlands,4/1/2020,Country or economy,Europe,Batteries,50887361,505440310
Netherlands,4/1/2020,Country or economy,Europe,EVs,17823098,505816774
Netherlands,4/1/2020,Country or economy,Europe,Grid,58637130,506452107
Netherlands,4/1/2020,Country or economy,Europe,Heating and cooling systems,27983447,108890227
Netherlands,4/1/2020,Country or economy,Europe,Solar PV,367136095,2448868821
Netherlands,4/1/2020,Country or economy,Europe,Wind,222105,35452595
Netherlands,5/1/2020,Country or economy,Europe,All technologies,488015956,4211978728
Netherlands,5/1/2020,Country or economy,Europe,Batteries,47711635,512984830
Netherlands,5/1/2020,Country or economy,Europe,EVs,17953037,496860372
Netherlands,5/1/2020,Country or economy,Europe,Grid,50330797,496414583
Netherlands,5/1/2020,Country or economy,Europe,Heating and cooling systems,28788728,132092547
Netherlands,5/1/2020,Country or economy,Europe,Solar PV,342544362,2537785914
Netherlands,5/1/2020,Country or economy,Europe,Wind,687397,35840482
Netherlands,6/1/2020,Country or economy,Europe,All technologies,488834789,4376539073
Netherlands,6/1/2020,Country or economy,Europe,Batteries,54935173,522465102
Netherlands,6/1/2020,Country or economy,Europe,EVs,37393690,502169818
Netherlands,6/1/2020,Country or economy,Europe,Grid,63120241,517680178
Netherlands,6/1/2020,Country or economy,Europe,Heating and cooling systems,16812541,145983906
Netherlands,6/1/2020,Country or economy,Europe,Solar PV,313424150,2649867971
Netherlands,6/1/2020,Country or economy,Europe,Wind,3148994,38372098
Netherlands,7/1/2020,Country or economy,Europe,All technologies,448927230,4468475823
Netherlands,7/1/2020,Country or economy,Europe,Batteries,57323275,539902779
Netherlands,7/1/2020,Country or economy,Europe,EVs,60104384,518869207
Netherlands,7/1/2020,Country or economy,Europe,Grid,72115003,544490413
Netherlands,7/1/2020,Country or economy,Europe,Heating and cooling systems,7675735,148577252
Netherlands,7/1/2020,Country or economy,Europe,Solar PV,250211947,2677318240
Netherlands,7/1/2020,Country or economy,Europe,Wind,1496886,39317932
Netherlands,8/1/2020,Country or economy,Europe,All technologies,519916579,4630876422
Netherlands,8/1/2020,Country or economy,Europe,Batteries,56824447,544256228
Netherlands,8/1/2020,Country or economy,Europe,EVs,139345059,604629032
Netherlands,8/1/2020,Country or economy,Europe,Grid,64061554,559351583
Netherlands,8/1/2020,Country or economy,Europe,Heating and cooling systems,4562242,150778146
Netherlands,8/1/2020,Country or economy,Europe,Solar PV,247490431,2726600127
Netherlands,8/1/2020,Country or economy,Europe,Wind,7632846,45261306
Netherlands,9/1/2020,Country or economy,Europe,All technologies,440049828,4734803820
Netherlands,9/1/2020,Country or economy,Europe,Batteries,64158170,566382560
Netherlands,9/1/2020,Country or economy,Europe,EVs,73710551,631948657
Netherlands,9/1/2020,Country or economy,Europe,Grid,57243474,579646843
Netherlands,9/1/2020,Country or economy,Europe,Heating and cooling systems,3532703,152893436
Netherlands,9/1/2020,Country or economy,Europe,Solar PV,239207664,2767271440
Netherlands,9/1/2020,Country or economy,Europe,Wind,2197266,36660884
Netherlands,10/1/2020,Country or economy,Europe,All technologies,439801280,4832901422
Netherlands,10/1/2020,Country or economy,Europe,Batteries,69730073,596614561
Netherlands,10/1/2020,Country or economy,Europe,EVs,44129996,631084023
Netherlands,10/1/2020,Country or economy,Europe,Grid,48446293,577184216
Netherlands,10/1/2020,Country or economy,Europe,Heating and cooling systems,2397123,152009298
Netherlands,10/1/2020,Country or economy,Europe,Solar PV,274616493,2839389264
Netherlands,10/1/2020,Country or economy,Europe,Wind,481302,36620060
Netherlands,11/1/2020,Country or economy,Europe,All technologies,402198132,4943605723
Netherlands,11/1/2020,Country or economy,Europe,Batteries,62663992,618131895
Netherlands,11/1/2020,Country or economy,Europe,EVs,72309730,644913453
Netherlands,11/1/2020,Country or economy,Europe,Grid,58438597,592761901
Netherlands,11/1/2020,Country or economy,Europe,Heating and cooling systems,5776890,156023702
Netherlands,11/1/2020,Country or economy,Europe,Solar PV,193362561,2885915181
Netherlands,11/1/2020,Country or economy,Europe,Wind,9646362,45859591
Netherlands,12/1/2020,Country or economy,Europe,All technologies,378032333,5036021783
Netherlands,12/1/2020,Country or economy,Europe,Batteries,72239437,635065046
Netherlands,12/1/2020,Country or economy,Europe,EVs,32315993,607838881
Netherlands,12/1/2020,Country or economy,Europe,Grid,45656212,609205753
Netherlands,12/1/2020,Country or economy,Europe,Heating and cooling systems,18425553,167886600
Netherlands,12/1/2020,Country or economy,Europe,Solar PV,206363927,2970539564
Netherlands,12/1/2020,Country or economy,Europe,Wind,3031211,45485939
Netherlands,1/1/2021,Country or economy,Europe,All technologies,437062379,5131441645
Netherlands,1/1/2021,Country or economy,Europe,Batteries,73962356,661702982
Netherlands,1/1/2021,Country or economy,Europe,EVs,36167613,581048797
Netherlands,1/1/2021,Country or economy,Europe,Grid,42937356,616887527
Netherlands,1/1/2021,Country or economy,Europe,Heating and cooling systems,20574742,173706859
Netherlands,1/1/2021,Country or economy,Europe,Solar PV,255558138,3054994113
Netherlands,1/1/2021,Country or economy,Europe,Wind,7862174,43101367
Netherlands,2/1/2021,Country or economy,Europe,All technologies,569667801,5509525781
Netherlands,2/1/2021,Country or economy,Europe,Batteries,76105266,722135549
Netherlands,2/1/2021,Country or economy,Europe,EVs,55406176,603898658
Netherlands,2/1/2021,Country or economy,Europe,Grid,63641068,663680182
Netherlands,2/1/2021,Country or economy,Europe,Heating and cooling systems,23145185,191572440
Netherlands,2/1/2021,Country or economy,Europe,Solar PV,344561304,3284356287
Netherlands,2/1/2021,Country or economy,Europe,Wind,6808802,43882665
Netherlands,3/1/2021,Country or economy,Europe,All technologies,697679978,5832875521
Netherlands,3/1/2021,Country or economy,Europe,Batteries,89966461,776507646
Netherlands,3/1/2021,Country or economy,Europe,EVs,50652604,637311931
Netherlands,3/1/2021,Country or economy,Europe,Grid,75704980,700332705
Netherlands,3/1/2021,Country or economy,Europe,Heating and cooling systems,33729614,193404503
Netherlands,3/1/2021,Country or economy,Europe,Solar PV,444803094,3479280166
Netherlands,3/1/2021,Country or economy,Europe,Wind,2823225,46038570
Netherlands,4/1/2021,Country or economy,Europe,All technologies,792722333,6102908618
Netherlands,4/1/2021,Country or economy,Europe,Batteries,104131968,829752253
Netherlands,4/1/2021,Country or economy,Europe,EVs,69961767,689450600
Netherlands,4/1/2021,Country or economy,Europe,Grid,81123258,722818833
Netherlands,4/1/2021,Country or economy,Europe,Heating and cooling systems,30431064,195852120
Netherlands,4/1/2021,Country or economy,Europe,Solar PV,482939788,3595083859
Netherlands,4/1/2021,Country or economy,Europe,Wind,24134488,69950953
Netherlands,5/1/2021,Country or economy,Europe,All technologies,759131902,6374024564
Netherlands,5/1/2021,Country or economy,Europe,Batteries,91996454,874037072
Netherlands,5/1/2021,Country or economy,Europe,EVs,51064775,722562338
Netherlands,5/1/2021,Country or economy,Europe,Grid,74137176,746625212
Netherlands,5/1/2021,Country or economy,Europe,Heating and cooling systems,23427258,190490650
Netherlands,5/1/2021,Country or economy,Europe,Solar PV,515811594,3768351091
Netherlands,5/1/2021,Country or economy,Europe,Wind,2694645,71958201
Netherlands,6/1/2021,Country or economy,Europe,All technologies,959620677,6844810452
Netherlands,6/1/2021,Country or economy,Europe,Batteries,93996014,913097913
Netherlands,6/1/2021,Country or economy,Europe,EVs,82598298,767766946
Netherlands,6/1/2021,Country or economy,Europe,Grid,109398221,792903192
Netherlands,6/1/2021,Country or economy,Europe,Heating and cooling systems,11623803,185301912
Netherlands,6/1/2021,Country or economy,Europe,Solar PV,654224035,4109150976
Netherlands,6/1/2021,Country or economy,Europe,Wind,7780306,76589513
Netherlands,7/1/2021,Country or economy,Europe,All technologies,753305841,7149189063
Netherlands,7/1/2021,Country or economy,Europe,Batteries,88873057,944647695
Netherlands,7/1/2021,Country or economy,Europe,EVs,36969387,744631949
Netherlands,7/1/2021,Country or economy,Europe,Grid,104859939,825648128
Netherlands,7/1/2021,Country or economy,Europe,Heating and cooling systems,9703168,187329345
Netherlands,7/1/2021,Country or economy,Europe,Solar PV,510510213,4369449242
Netherlands,7/1/2021,Country or economy,Europe,Wind,2390077,77482704
Netherlands,8/1/2021,Country or economy,Europe,All technologies,1003662249,7632934733
Netherlands,8/1/2021,Country or economy,Europe,Batteries,115893844,1003717092
Netherlands,8/1/2021,Country or economy,Europe,EVs,45563105,650849995
Netherlands,8/1/2021,Country or economy,Europe,Grid,127285492,888872066
Netherlands,8/1/2021,Country or economy,Europe,Heating and cooling systems,6859349,189626452
Netherlands,8/1/2021,Country or economy,Europe,Solar PV,697199405,4819158216
Netherlands,8/1/2021,Country or economy,Europe,Wind,10861054,80710912
Netherlands,9/1/2021,Country or economy,Europe,All technologies,891056269,8083941174
Netherlands,9/1/2021,Country or economy,Europe,Batteries,109083971,1048642893
Netherlands,9/1/2021,Country or economy,Europe,EVs,36593350,613732794
Netherlands,9/1/2021,Country or economy,Europe,Grid,137988726,969617318
Netherlands,9/1/2021,Country or economy,Europe,Heating and cooling systems,3876092,189969841
Netherlands,9/1/2021,Country or economy,Europe,Solar PV,601165129,5181115681
Netherlands,9/1/2021,Country or economy,Europe,Wind,2349001,80862647
Netherlands,10/1/2021,Country or economy,Europe,All technologies,912077244,8556217138
Netherlands,10/1/2021,Country or economy,Europe,Batteries,133068035,1111980855
Netherlands,10/1/2021,Country or economy,Europe,EVs,54625150,624227948
Netherlands,10/1/2021,Country or economy,Europe,Grid,121703386,1042874411
Netherlands,10/1/2021,Country or economy,Europe,Heating and cooling systems,4815282,192388000
Netherlands,10/1/2021,Country or economy,Europe,Solar PV,596804141,5503303329
Netherlands,10/1/2021,Country or economy,Europe,Wind,1061250,81442595
Netherlands,11/1/2021,Country or economy,Europe,All technologies,731377297,8885396303
Netherlands,11/1/2021,Country or economy,Europe,Batteries,147605347,1196922210
Netherlands,11/1/2021,Country or economy,Europe,EVs,54280965,606199183
Netherlands,11/1/2021,Country or economy,Europe,Grid,94794666,1079230480
Netherlands,11/1/2021,Country or economy,Europe,Heating and cooling systems,5800570,192411680
Netherlands,11/1/2021,Country or economy,Europe,Solar PV,425615804,5735556572
Netherlands,11/1/2021,Country or economy,Europe,Wind,3279945,75076178
Netherlands,12/1/2021,Country or economy,Europe,All technologies,762318516,9269682486
Netherlands,12/1/2021,Country or economy,Europe,Batteries,148853253,1273536026
Netherlands,12/1/2021,Country or economy,Europe,EVs,36770170,610653360
Netherlands,12/1/2021,Country or economy,Europe,Grid,95772168,1129346436
Netherlands,12/1/2021,Country or economy,Europe,Heating and cooling systems,11560361,185546488
Netherlands,12/1/2021,Country or economy,Europe,Solar PV,460229462,5989422107
Netherlands,12/1/2021,Country or economy,Europe,Wind,9133102,81178069
Netherlands,1/1/2022,Country or economy,Europe,All technologies,887139554,9719759661
Netherlands,1/1/2022,Country or economy,Europe,Batteries,155287997,1354861667
Netherlands,1/1/2022,Country or economy,Europe,EVs,46244505,620730252
Netherlands,1/1/2022,Country or economy,Europe,Grid,94645564,1181054644
Netherlands,1/1/2022,Country or economy,Europe,Heating and cooling systems,15986945,180958691
Netherlands,1/1/2022,Country or economy,Europe,Solar PV,571714814,6305578783
Netherlands,1/1/2022,Country or economy,Europe,Wind,3259729,76575624
Netherlands,2/1/2022,Country or economy,Europe,All technologies,1053461309,10203553169
Netherlands,2/1/2022,Country or economy,Europe,Batteries,149520580,1428276981
Netherlands,2/1/2022,Country or economy,Europe,EVs,46272273,611596349
Netherlands,2/1/2022,Country or economy,Europe,Grid,91841198,1209254774
Netherlands,2/1/2022,Country or economy,Europe,Heating and cooling systems,19121548,176935054
Netherlands,2/1/2022,Country or economy,Europe,Solar PV,746156770,6707174249
Netherlands,2/1/2022,Country or economy,Europe,Wind,548940,70315762
Netherlands,3/1/2022,Country or economy,Europe,All technologies,1270897192,10776770383
Netherlands,3/1/2022,Country or economy,Europe,Batteries,185058413,1523368933
Netherlands,3/1/2022,Country or economy,Europe,EVs,46234091,607177836
Netherlands,3/1/2022,Country or economy,Europe,Grid,105868666,1239418460
Netherlands,3/1/2022,Country or economy,Europe,Heating and cooling systems,19662530,162867970
Netherlands,3/1/2022,Country or economy,Europe,Solar PV,913068936,7175440091
Netherlands,3/1/2022,Country or economy,Europe,Wind,1004556,68497093
Netherlands,4/1/2022,Country or economy,Europe,All technologies,1533080736,11517128786
Netherlands,4/1/2022,Country or economy,Europe,Batteries,229251165,1648488130
Netherlands,4/1/2022,Country or economy,Europe,EVs,68224864,605440933
Netherlands,4/1/2022,Country or economy,Europe,Grid,155118218,1313413420
Netherlands,4/1/2022,Country or economy,Europe,Heating and cooling systems,14731104,147168010
Netherlands,4/1/2022,Country or economy,Europe,Solar PV,1064889634,7757389937
Netherlands,4/1/2022,Country or economy,Europe,Wind,865751,45228356
Netherlands,5/1/2022,Country or economy,Europe,All technologies,1747750754,12505747638
Netherlands,5/1/2022,Country or economy,Europe,Batteries,289953253,1846444929
Netherlands,5/1/2022,Country or economy,Europe,EVs,78077549,632453707
Netherlands,5/1/2022,Country or economy,Europe,Grid,168041768,1407318012
Netherlands,5/1/2022,Country or economy,Europe,Heating and cooling systems,6970873,130711625
Netherlands,5/1/2022,Country or economy,Europe,Solar PV,1203659681,8445238024
Netherlands,5/1/2022,Country or economy,Europe,Wind,1047630,43581341
Netherlands,6/1/2022,Country or economy,Europe,All technologies,1692510222,13238637183
Netherlands,6/1/2022,Country or economy,Europe,Batteries,288734600,2041183515
Netherlands,6/1/2022,Country or economy,Europe,EVs,51245565,601100974
Netherlands,6/1/2022,Country or economy,Europe,Grid,151616713,1449536504
Netherlands,6/1/2022,Country or economy,Europe,Heating and cooling systems,7978413,127066235
Netherlands,6/1/2022,Country or economy,Europe,Solar PV,1192253899,8983267888
Netherlands,6/1/2022,Country or economy,Europe,Wind,681032,36482067
Netherlands,7/1/2022,Country or economy,Europe,All technologies,1812498760,14297830102
Netherlands,7/1/2022,Country or economy,Europe,Batteries,296490187,2248800645
Netherlands,7/1/2022,Country or economy,Europe,EVs,66449938,630581525
Netherlands,7/1/2022,Country or economy,Europe,Grid,247718835,1592395400
Netherlands,7/1/2022,Country or economy,Europe,Heating and cooling systems,5971257,123334324
Netherlands,7/1/2022,Country or economy,Europe,Solar PV,1192073354,9664831029
Netherlands,7/1/2022,Country or economy,Europe,Wind,3795189,37887179
Netherlands,8/1/2022,Country or economy,Europe,All technologies,1877061923,15171229776
Netherlands,8/1/2022,Country or economy,Europe,Batteries,376427266,2509334067
Netherlands,8/1/2022,Country or economy,Europe,EVs,65284762,650303182
Netherlands,8/1/2022,Country or economy,Europe,Grid,323515325,1788625233
Netherlands,8/1/2022,Country or economy,Europe,Heating and cooling systems,4725214,121200189
Netherlands,8/1/2022,Country or economy,Europe,Solar PV,1095369425,10063001049
Netherlands,8/1/2022,Country or economy,Europe,Wind,11739931,38766056
Netherlands,9/1/2022,Country or economy,Europe,All technologies,1814403331,16094576838
Netherlands,9/1/2022,Country or economy,Europe,Batteries,393309390,2793559486
Netherlands,9/1/2022,Country or economy,Europe,EVs,112004578,725714410
Netherlands,9/1/2022,Country or economy,Europe,Grid,325452105,1976088612
Netherlands,9/1/2022,Country or economy,Europe,Heating and cooling systems,4396502,121720599
Netherlands,9/1/2022,Country or economy,Europe,Solar PV,978134488,10439970408
Netherlands,9/1/2022,Country or economy,Europe,Wind,1106268,37523323
Netherlands,10/1/2022,Country or economy,Europe,All technologies,1735445104,16917944698
Netherlands,10/1/2022,Country or economy,Europe,Batteries,383038413,3043529864
Netherlands,10/1/2022,Country or economy,Europe,EVs,69739952,740829212
Netherlands,10/1/2022,Country or economy,Europe,Grid,351253509,2205638735
Netherlands,10/1/2022,Country or economy,Europe,Heating and cooling systems,5820867,122726184
Netherlands,10/1/2022,Country or economy,Europe,Solar PV,923975411,10767141678
Netherlands,10/1/2022,Country or economy,Europe,Wind,1616952,38079025
Netherlands,11/1/2022,Country or economy,Europe,All technologies,1445068897,17631636298
Netherlands,11/1/2022,Country or economy,Europe,Batteries,311367432,3207291949
Netherlands,11/1/2022,Country or economy,Europe,EVs,66055326,752603573
Netherlands,11/1/2022,Country or economy,Europe,Grid,345284513,2456128582
Netherlands,11/1/2022,Country or economy,Europe,Heating and cooling systems,4955256,121880870
Netherlands,11/1/2022,Country or economy,Europe,Solar PV,715881693,11057407567
Netherlands,11/1/2022,Country or economy,Europe,Wind,1524677,36323757
Netherlands,12/1/2022,Country or economy,Europe,All technologies,1603419829,18472737611
Netherlands,12/1/2022,Country or economy,Europe,Batteries,443551783,3501990479
Netherlands,12/1/2022,Country or economy,Europe,EVs,139736038,855569441
Netherlands,12/1/2022,Country or economy,Europe,Grid,296035296,2656391710
Netherlands,12/1/2022,Country or economy,Europe,Heating and cooling systems,7090910,117411419
Netherlands,12/1/2022,Country or economy,Europe,Solar PV,716485033,11313663138
Netherlands,12/1/2022,Country or economy,Europe,Wind,520769,27711424
Netherlands,1/1/2023,Country or economy,Europe,All technologies,2020953117,19606551174
Netherlands,1/1/2023,Country or economy,Europe,Batteries,431224417,3777926899
Netherlands,1/1/2023,Country or economy,Europe,EVs,159607852,968932788
Netherlands,1/1/2023,Country or economy,Europe,Grid,371977351,2933723497
Netherlands,1/1/2023,Country or economy,Europe,Heating and cooling systems,15097283,116521757
Netherlands,1/1/2023,Country or economy,Europe,Solar PV,1042638307,11784586631
Netherlands,1/1/2023,Country or economy,Europe,Wind,407907,24859602
Netherlands,2/1/2023,Country or economy,Europe,All technologies,1804644861,20357734726
Netherlands,2/1/2023,Country or economy,Europe,Batteries,356588190,3984994509
Netherlands,2/1/2023,Country or economy,Europe,EVs,139760984,1062421499
Netherlands,2/1/2023,Country or economy,Europe,Grid,397713728,3239596027
Netherlands,2/1/2023,Country or economy,Europe,Heating and cooling systems,13643201,111043410
Netherlands,2/1/2023,Country or economy,Europe,Solar PV,896057907,11934487768
Netherlands,2/1/2023,Country or economy,Europe,Wind,880851,25191513
Netherlands,3/1/2023,Country or economy,Europe,All technologies,2164859282,21251696816
Netherlands,3/1/2023,Country or economy,Europe,Batteries,363248763,4163184859
Netherlands,3/1/2023,Country or economy,Europe,EVs,94148875,1110336283
Netherlands,3/1/2023,Country or economy,Europe,Grid,414417358,3548144719
Netherlands,3/1/2023,Country or economy,Europe,Heating and cooling systems,11666624,103047504
Netherlands,3/1/2023,Country or economy,Europe,Solar PV,1280576872,12301995704
Netherlands,3/1/2023,Country or economy,Europe,Wind,800790,24987747
Netherlands,4/1/2023,Country or economy,Europe,All technologies,1893827146,21612443226
Netherlands,4/1/2023,Country or economy,Europe,Batteries,299457961,4233391655
Netherlands,4/1/2023,Country or economy,Europe,EVs,183791161,1225902580
Netherlands,4/1/2023,Country or economy,Europe,Grid,340086494,3733112995
Netherlands,4/1/2023,Country or economy,Europe,Heating and cooling systems,10564918,98881318
Netherlands,4/1/2023,Country or economy,Europe,Solar PV,1059059291,12296165361
Netherlands,4/1/2023,Country or economy,Europe,Wind,867321,24989317
Netherlands,5/1/2023,Country or economy,Europe,All technologies,1952910645,21817603117
Netherlands,5/1/2023,Country or economy,Europe,Batteries,323352775,4266791177
Netherlands,5/1/2023,Country or economy,Europe,EVs,52405942,1200230973
Netherlands,5/1/2023,Country or economy,Europe,Grid,347023134,3912094361
Netherlands,5/1/2023,Country or economy,Europe,Heating and cooling systems,6774488,98684933
Netherlands,5/1/2023,Country or economy,Europe,Solar PV,1222551621,12315057301
Netherlands,5/1/2023,Country or economy,Europe,Wind,802685,24744372
Netherlands,6/1/2023,Country or economy,Europe,All technologies,1761031666,21886124561
Netherlands,6/1/2023,Country or economy,Europe,Batteries,304549917,4282606494
Netherlands,6/1/2023,Country or economy,Europe,EVs,140622020,1289607428
Netherlands,6/1/2023,Country or economy,Europe,Grid,259403620,4019881268
Netherlands,6/1/2023,Country or economy,Europe,Heating and cooling systems,5616440,96322960
Netherlands,6/1/2023,Country or economy,Europe,Solar PV,1050113409,12172916811
Netherlands,6/1/2023,Country or economy,Europe,Wind,726260,24789600
Netherlands,7/1/2023,Country or economy,Europe,All technologies,1192840394,21266466195
Netherlands,7/1/2023,Country or economy,Europe,Batteries,234837582,4220953889
Netherlands,7/1/2023,Country or economy,Europe,EVs,78136678,1301294168
Netherlands,7/1/2023,Country or economy,Europe,Grid,195206717,3967369150
Netherlands,7/1/2023,Country or economy,Europe,Heating and cooling systems,4256654,94608357
Netherlands,7/1/2023,Country or economy,Europe,Solar PV,679676292,11660519749
Netherlands,7/1/2023,Country or economy,Europe,Wind,726471,21720882
Netherlands,8/1/2023,Country or economy,Europe,All technologies,1215780408,20605184680
Netherlands,8/1/2023,Country or economy,Europe,Batteries,339680159,4184206782
Netherlands,8/1/2023,Country or economy,Europe,EVs,113146732,1349156138
Netherlands,8/1/2023,Country or economy,Europe,Grid,178196465,3822050290
