Area,Date,Area type,Region,Commodity category,Amount (USD),Amount 12 month rolling sum (USD)
Albania,2/1/2024,Country or economy,Europe,Grid,113411,8384744
Albania,2/1/2024,Country or economy,Europe,Heating and cooling systems,3052581,26028633
Albania,2/1/2024,Country or economy,Europe,Solar PV,786076,55305746
Albania,2/1/2024,Country or economy,Europe,Wind,2598,2783
Albania,3/1/2024,Country or economy,Europe,All technologies,9630733,102806952
Albania,3/1/2024,Country or economy,Europe,Batteries,125128,1673666
Albania,3/1/2024,Country or economy,Europe,EVs,2903955,26747085
Albania,3/1/2024,Country or economy,Europe,Grid,93327,8192283
Albania,3/1/2024,Country or economy,Europe,Heating and cooling systems,5413474,29044844
Albania,3/1/2024,Country or economy,Europe,Solar PV,1094849,37146291
Albania,3/1/2024,Country or economy,Europe,Wind,0,2783
Albania,4/1/2024,Country or economy,Europe,All technologies,17393014,102248924
Albania,4/1/2024,Country or economy,Europe,Batteries,47794,1456187
Albania,4/1/2024,Country or economy,Europe,EVs,5087923,30581528
Albania,4/1/2024,Country or economy,Europe,Grid,624319,8784235
Albania,4/1/2024,Country or economy,Europe,Heating and cooling systems,4241959,31454806
Albania,4/1/2024,Country or economy,Europe,Solar PV,7391019,29969385
Albania,4/1/2024,Country or economy,Europe,Wind,0,2783
Albania,5/1/2024,Country or economy,Europe,All technologies,16040859,99791360
Albania,5/1/2024,Country or economy,Europe,Batteries,19956,1385897
Albania,5/1/2024,Country or economy,Europe,EVs,5208766,34467715
Albania,5/1/2024,Country or economy,Europe,Grid,165236,4879860
Albania,5/1/2024,Country or economy,Europe,Heating and cooling systems,4477731,34425133
Albania,5/1/2024,Country or economy,Europe,Solar PV,6169170,24630157
Albania,5/1/2024,Country or economy,Europe,Wind,0,2598
Albania,6/1/2024,Country or economy,Europe,All technologies,14568694,107566706
Albania,6/1/2024,Country or economy,Europe,Batteries,72626,1358638
Albania,6/1/2024,Country or economy,Europe,EVs,6380024,37793591
Albania,6/1/2024,Country or economy,Europe,Grid,637367,5354571
Albania,6/1/2024,Country or economy,Europe,Heating and cooling systems,3810510,35754525
Albania,6/1/2024,Country or economy,Europe,Solar PV,3668167,27302783
Albania,6/1/2024,Country or economy,Europe,Wind,0,2598
Albania,7/1/2024,Country or economy,Europe,All technologies,13106240,115275696
Albania,7/1/2024,Country or economy,Europe,Batteries,16620,1264610
Albania,7/1/2024,Country or economy,Europe,EVs,4747400,41571443
Albania,7/1/2024,Country or economy,Europe,Grid,556511,4696693
Albania,7/1/2024,Country or economy,Europe,Heating and cooling systems,3557570,37301035
Albania,7/1/2024,Country or economy,Europe,Solar PV,4228139,30439317
Albania,7/1/2024,Country or economy,Europe,Wind,0,2598
Albania,8/1/2024,Country or economy,Europe,All technologies,7394169,116695110
Albania,8/1/2024,Country or economy,Europe,Batteries,18926,1193986
Albania,8/1/2024,Country or economy,Europe,EVs,4156805,44689095
Albania,8/1/2024,Country or economy,Europe,Grid,455170,3645558
Albania,8/1/2024,Country or economy,Europe,Heating and cooling systems,2370292,37892150
Albania,8/1/2024,Country or economy,Europe,Solar PV,392976,29271723
Albania,8/1/2024,Country or economy,Europe,Wind,0,2598
Albania,9/1/2024,Country or economy,Europe,All technologies,14854774,127621064
Albania,9/1/2024,Country or economy,Europe,Batteries,30220,1201389
Albania,9/1/2024,Country or economy,Europe,EVs,4092269,47252592
Albania,9/1/2024,Country or economy,Europe,Grid,1453743,5039483
Albania,9/1/2024,Country or economy,Europe,Heating and cooling systems,2554337,38664046
Albania,9/1/2024,Country or economy,Europe,Solar PV,6724205,35460956
Albania,9/1/2024,Country or economy,Europe,Wind,0,2598
Albania,10/1/2024,Country or economy,Europe,All technologies,15572462,136908242
Albania,10/1/2024,Country or economy,Europe,Batteries,22537,1198790
Albania,10/1/2024,Country or economy,Europe,EVs,6123543,51044036
Albania,10/1/2024,Country or economy,Europe,Grid,1440952,5983489
Albania,10/1/2024,Country or economy,Europe,Heating and cooling systems,4348631,40813927
Albania,10/1/2024,Country or economy,Europe,Solar PV,3635499,37864102
Albania,10/1/2024,Country or economy,Europe,Wind,1300,3898
Albania,11/1/2024,Country or economy,Europe,All technologies,13391937,142214009
Albania,11/1/2024,Country or economy,Europe,Batteries,86345,1050138
Albania,11/1/2024,Country or economy,Europe,EVs,11372034,57178707
Albania,11/1/2024,Country or economy,Europe,Grid,447747,6312799
Albania,11/1/2024,Country or economy,Europe,Heating and cooling systems,1209347,39616688
Albania,11/1/2024,Country or economy,Europe,Solar PV,274264,38049579
Albania,11/1/2024,Country or economy,Europe,Wind,2200,6098
Albania,12/1/2024,Country or economy,Europe,All technologies,6318174,144323078
Albania,12/1/2024,Country or economy,Europe,Batteries,118158,1057282
Albania,12/1/2024,Country or economy,Europe,EVs,4364202,58997679
Albania,12/1/2024,Country or economy,Europe,Grid,53671,6105616
Albania,12/1/2024,Country or economy,Europe,Heating and cooling systems,1579077,40358825
Albania,12/1/2024,Country or economy,Europe,Solar PV,203066,37797578
Albania,12/1/2024,Country or economy,Europe,Wind,0,6098
Albania,1/1/2025,Country or economy,Europe,All technologies,16386486,151711868
Albania,1/1/2025,Country or economy,Europe,Batteries,75511,894371
Albania,1/1/2025,Country or economy,Europe,EVs,5443258,62719289
Albania,1/1/2025,Country or economy,Europe,Grid,140642,6182096
Albania,1/1/2025,Country or economy,Europe,Heating and cooling systems,5470269,42085778
Albania,1/1/2025,Country or economy,Europe,Solar PV,5256806,39824236
Albania,1/1/2025,Country or economy,Europe,Wind,0,6098
Albania,2/1/2025,Country or economy,Europe,All technologies,16953949,161611491
Albania,2/1/2025,Country or economy,Europe,Batteries,42400,676221
Albania,2/1/2025,Country or economy,Europe,EVs,3196192,63076371
Albania,2/1/2025,Country or economy,Europe,Grid,2621411,8690096
Albania,2/1/2025,Country or economy,Europe,Heating and cooling systems,8546075,47579272
Albania,2/1/2025,Country or economy,Europe,Solar PV,2547871,41586031
Albania,2/1/2025,Country or economy,Europe,Wind,0,3500
Albania,3/1/2025,Country or economy,Europe,All technologies,19553298,171534056
Albania,3/1/2025,Country or economy,Europe,Batteries,53573,604666
Albania,3/1/2025,Country or economy,Europe,EVs,9153306,69325722
Albania,3/1/2025,Country or economy,Europe,Grid,360336,8957105
Albania,3/1/2025,Country or economy,Europe,Heating and cooling systems,7694393,49860191
Albania,3/1/2025,Country or economy,Europe,Solar PV,2291690,42782872
Albania,3/1/2025,Country or economy,Europe,Wind,0,3500
Albania,4/1/2025,Country or economy,Europe,All technologies,18975431,173116473
Albania,4/1/2025,Country or economy,Europe,Batteries,84583,641455
Albania,4/1/2025,Country or economy,Europe,EVs,8453896,72691695
Albania,4/1/2025,Country or economy,Europe,Grid,2855567,11188353
Albania,4/1/2025,Country or economy,Europe,Heating and cooling systems,6332518,51950750
Albania,4/1/2025,Country or economy,Europe,Solar PV,1248867,36640720
Albania,4/1/2025,Country or economy,Europe,Wind,0,3500
Albania,5/1/2025,Country or economy,Europe,All technologies,22257067,179332681
Albania,5/1/2025,Country or economy,Europe,Batteries,62430,683929
Albania,5/1/2025,Country or economy,Europe,EVs,10784826,78267755
Albania,5/1/2025,Country or economy,Europe,Grid,405825,11428942
Albania,5/1/2025,Country or economy,Europe,Heating and cooling systems,6629969,54102988
Albania,5/1/2025,Country or economy,Europe,Solar PV,4374017,34845567
Albania,5/1/2025,Country or economy,Europe,Wind,0,3500
Albania,6/1/2025,Country or economy,Europe,All technologies,21763903,186527890
Albania,6/1/2025,Country or economy,Europe,Batteries,94365,705668
Albania,6/1/2025,Country or economy,Europe,EVs,7707676,79595407
Albania,6/1/2025,Country or economy,Europe,Grid,3047293,13838868
Albania,6/1/2025,Country or economy,Europe,Heating and cooling systems,3632766,53925244
Albania,6/1/2025,Country or economy,Europe,Solar PV,7281803,38459203
Albania,6/1/2025,Country or economy,Europe,Wind,0,3500
Albania,7/1/2025,Country or economy,Europe,All technologies,16624572,190046222
Albania,7/1/2025,Country or economy,Europe,Batteries,133326,822374
Albania,7/1/2025,Country or economy,Europe,EVs,11835139,86683146
Albania,7/1/2025,Country or economy,Europe,Grid,402129,13684486
Albania,7/1/2025,Country or economy,Europe,Heating and cooling systems,3215636,53583310
Albania,7/1/2025,Country or economy,Europe,Solar PV,1038342,35269406
Albania,7/1/2025,Country or economy,Europe,Wind,0,3500
Albania,8/1/2025,Country or economy,Europe,All technologies,19229806,201881859
Albania,8/1/2025,Country or economy,Europe,Batteries,286577,1090025
Albania,8/1/2025,Country or economy,Europe,EVs,10407556,92933897
Albania,8/1/2025,Country or economy,Europe,Grid,2336086,15565402
Albania,8/1/2025,Country or economy,Europe,Heating and cooling systems,2514234,53727252
Albania,8/1/2025,Country or economy,Europe,Solar PV,3685353,38561783
Albania,8/1/2025,Country or economy,Europe,Wind,0,3500
Albania,9/1/2025,Country or economy,Europe,All technologies,27570618,214597703
Albania,9/1/2025,Country or economy,Europe,Batteries,7144046,8203851
Albania,9/1/2025,Country or economy,Europe,EVs,14110466,102952094
Albania,9/1/2025,Country or economy,Europe,Grid,495061,14606720
Albania,9/1/2025,Country or economy,Europe,Heating and cooling systems,1186546,52359461
Albania,9/1/2025,Country or economy,Europe,Solar PV,4634499,36472077
Albania,9/1/2025,Country or economy,Europe,Wind,0,3500
Albania,10/1/2025,Country or economy,Europe,All technologies,21219802,220245043
Albania,10/1/2025,Country or economy,Europe,Batteries,231659,8412973
Albania,10/1/2025,Country or economy,Europe,EVs,12020852,108849403
Albania,10/1/2025,Country or economy,Europe,Grid,1102402,14268170
Albania,10/1/2025,Country or economy,Europe,Heating and cooling systems,860955,48871785
Albania,10/1/2025,Country or economy,Europe,Solar PV,7003934,39840512
Albania,10/1/2025,Country or economy,Europe,Wind,0,2200
Albania,11/1/2025,Country or economy,Europe,All technologies,21364432,228217538
Albania,11/1/2025,Country or economy,Europe,Batteries,68512,8395140
Albania,11/1/2025,Country or economy,Europe,EVs,19505339,116982708
Albania,11/1/2025,Country or economy,Europe,Grid,1032062,14852485
Albania,11/1/2025,Country or economy,Europe,Heating and cooling systems,674088,48336526
Albania,11/1/2025,Country or economy,Europe,Solar PV,84431,39650679
Albania,11/1/2025,Country or economy,Europe,Wind,0,0
Albania,12/1/2025,Country or economy,Europe,All technologies,39015770,260915134
Albania,12/1/2025,Country or economy,Europe,Batteries,9713,8286695
Albania,12/1/2025,Country or economy,Europe,EVs,31813297,144431803
Albania,12/1/2025,Country or economy,Europe,Grid,1539878,16338692
Albania,12/1/2025,Country or economy,Europe,Heating and cooling systems,1657773,48415222
Albania,12/1/2025,Country or economy,Europe,Solar PV,3995109,43442722
Albania,12/1/2025,Country or economy,Europe,Wind,0,0
Albania,1/1/2026,Country or economy,Europe,All technologies,29387636,273916284
Albania,1/1/2026,Country or economy,Europe,Batteries,88530,8299714
Albania,1/1/2026,Country or economy,Europe,EVs,24002333,162990878
Albania,1/1/2026,Country or economy,Europe,Grid,803554,17001604
Albania,1/1/2026,Country or economy,Europe,Heating and cooling systems,4109086,47054039
Albania,1/1/2026,Country or economy,Europe,Solar PV,384133,38570049
Albania,1/1/2026,Country or economy,Europe,Wind,0,0
Albania,2/1/2026,Country or economy,Europe,All technologies,15395641,272357976
Albania,2/1/2026,Country or economy,Europe,Batteries,274631,8531945
Albania,2/1/2026,Country or economy,Europe,EVs,7442826,167237512
Albania,2/1/2026,Country or economy,Europe,Grid,648205,15028398
Albania,2/1/2026,Country or economy,Europe,Heating and cooling systems,6328192,44836156
Albania,2/1/2026,Country or economy,Europe,Solar PV,701787,36723965
Albania,2/1/2026,Country or economy,Europe,Wind,0,0
Algeria,1/1/2018,Country or economy,Africa,All technologies,24438679,
Algeria,1/1/2018,Country or economy,Africa,Batteries,1170673,
Algeria,1/1/2018,Country or economy,Africa,EVs,74694,
Algeria,1/1/2018,Country or economy,Africa,Grid,0,
Algeria,1/1/2018,Country or economy,Africa,Heating and cooling systems,23165988,
Algeria,1/1/2018,Country or economy,Africa,Solar PV,27324,
Algeria,1/1/2018,Country or economy,Africa,Wind,0,
Algeria,2/1/2018,Country or economy,Africa,All technologies,17553231,
Algeria,2/1/2018,Country or economy,Africa,Batteries,1057396,
Algeria,2/1/2018,Country or economy,Africa,EVs,9956,
Algeria,2/1/2018,Country or economy,Africa,Grid,0,
Algeria,2/1/2018,Country or economy,Africa,Heating and cooling systems,16452689,
Algeria,2/1/2018,Country or economy,Africa,Solar PV,33190,
Algeria,2/1/2018,Country or economy,Africa,Wind,0,
Algeria,3/1/2018,Country or economy,Africa,All technologies,17493609,
Algeria,3/1/2018,Country or economy,Africa,Batteries,2977488,
Algeria,3/1/2018,Country or economy,Africa,EVs,120,
Algeria,3/1/2018,Country or economy,Africa,Grid,832052,
Algeria,3/1/2018,Country or economy,Africa,Heating and cooling systems,13472141,
Algeria,3/1/2018,Country or economy,Africa,Solar PV,211808,
Algeria,3/1/2018,Country or economy,Africa,Wind,0,
Algeria,4/1/2018,Country or economy,Africa,All technologies,52362678,
Algeria,4/1/2018,Country or economy,Africa,Batteries,665187,
Algeria,4/1/2018,Country or economy,Africa,EVs,20005,
Algeria,4/1/2018,Country or economy,Africa,Grid,138902,
Algeria,4/1/2018,Country or economy,Africa,Heating and cooling systems,47057476,
Algeria,4/1/2018,Country or economy,Africa,Solar PV,4481108,
Algeria,4/1/2018,Country or economy,Africa,Wind,0,
Algeria,5/1/2018,Country or economy,Africa,All technologies,30863371,
Algeria,5/1/2018,Country or economy,Africa,Batteries,1212502,
Algeria,5/1/2018,Country or economy,Africa,EVs,67920,
Algeria,5/1/2018,Country or economy,Africa,Grid,692201,
Algeria,5/1/2018,Country or economy,Africa,Heating and cooling systems,28855178,
Algeria,5/1/2018,Country or economy,Africa,Solar PV,35570,
Algeria,5/1/2018,Country or economy,Africa,Wind,0,
Algeria,6/1/2018,Country or economy,Africa,All technologies,24601980,
Algeria,6/1/2018,Country or economy,Africa,Batteries,613830,
Algeria,6/1/2018,Country or economy,Africa,EVs,59034,
Algeria,6/1/2018,Country or economy,Africa,Grid,20926,
Algeria,6/1/2018,Country or economy,Africa,Heating and cooling systems,23791707,
Algeria,6/1/2018,Country or economy,Africa,Solar PV,116483,
Algeria,6/1/2018,Country or economy,Africa,Wind,0,
Algeria,7/1/2018,Country or economy,Africa,All technologies,2625769,
Algeria,7/1/2018,Country or economy,Africa,Batteries,1001114,
Algeria,7/1/2018,Country or economy,Africa,EVs,8340,
Algeria,7/1/2018,Country or economy,Africa,Grid,730567,
Algeria,7/1/2018,Country or economy,Africa,Heating and cooling systems,851403,
Algeria,7/1/2018,Country or economy,Africa,Solar PV,34345,
Algeria,7/1/2018,Country or economy,Africa,Wind,0,
Algeria,8/1/2018,Country or economy,Africa,All technologies,7215879,
Algeria,8/1/2018,Country or economy,Africa,Batteries,2568559,
Algeria,8/1/2018,Country or economy,Africa,EVs,8883,
Algeria,8/1/2018,Country or economy,Africa,Grid,2097668,
Algeria,8/1/2018,Country or economy,Africa,Heating and cooling systems,2445334,
Algeria,8/1/2018,Country or economy,Africa,Solar PV,95435,
Algeria,8/1/2018,Country or economy,Africa,Wind,0,
Algeria,9/1/2018,Country or economy,Africa,All technologies,7906838,
Algeria,9/1/2018,Country or economy,Africa,Batteries,3747785,
Algeria,9/1/2018,Country or economy,Africa,EVs,10596,
Algeria,9/1/2018,Country or economy,Africa,Grid,1260020,
Algeria,9/1/2018,Country or economy,Africa,Heating and cooling systems,2734410,
Algeria,9/1/2018,Country or economy,Africa,Solar PV,102376,
Algeria,9/1/2018,Country or economy,Africa,Wind,51651,
Algeria,10/1/2018,Country or economy,Africa,All technologies,4477779,
Algeria,10/1/2018,Country or economy,Africa,Batteries,3594684,
Algeria,10/1/2018,Country or economy,Africa,EVs,536,
Algeria,10/1/2018,Country or economy,Africa,Grid,135718,
Algeria,10/1/2018,Country or economy,Africa,Heating and cooling systems,532009,
Algeria,10/1/2018,Country or economy,Africa,Solar PV,214832,
Algeria,10/1/2018,Country or economy,Africa,Wind,0,
Algeria,11/1/2018,Country or economy,Africa,All technologies,3245445,
Algeria,11/1/2018,Country or economy,Africa,Batteries,697040,
Algeria,11/1/2018,Country or economy,Africa,EVs,4787,
Algeria,11/1/2018,Country or economy,Africa,Grid,81179,
Algeria,11/1/2018,Country or economy,Africa,Heating and cooling systems,2462421,
Algeria,11/1/2018,Country or economy,Africa,Solar PV,18,
Algeria,11/1/2018,Country or economy,Africa,Wind,0,
Algeria,12/1/2018,Country or economy,Africa,All technologies,1828318,
Algeria,12/1/2018,Country or economy,Africa,Batteries,1398190,
Algeria,12/1/2018,Country or economy,Africa,EVs,24197,
Algeria,12/1/2018,Country or economy,Africa,Grid,103578,
Algeria,12/1/2018,Country or economy,Africa,Heating and cooling systems,172946,
Algeria,12/1/2018,Country or economy,Africa,Solar PV,129407,
Algeria,12/1/2018,Country or economy,Africa,Wind,0,
Algeria,1/1/2019,Country or economy,Africa,All technologies,9674435,179849332
Algeria,1/1/2019,Country or economy,Africa,Batteries,1218489,20752264
Algeria,1/1/2019,Country or economy,Africa,EVs,41496,255870
Algeria,1/1/2019,Country or economy,Africa,Grid,264939,6357750
Algeria,1/1/2019,Country or economy,Africa,Heating and cooling systems,7920792,146748506
Algeria,1/1/2019,Country or economy,Africa,Solar PV,228719,5683291
Algeria,1/1/2019,Country or economy,Africa,Wind,0,51651
Algeria,2/1/2019,Country or economy,Africa,All technologies,23109123,185405224
Algeria,2/1/2019,Country or economy,Africa,Batteries,1308591,21003459
Algeria,2/1/2019,Country or economy,Africa,EVs,4350,250264
Algeria,2/1/2019,Country or economy,Africa,Grid,0,6357750
Algeria,2/1/2019,Country or economy,Africa,Heating and cooling systems,21608869,151904686
Algeria,2/1/2019,Country or economy,Africa,Solar PV,187313,5837414
Algeria,2/1/2019,Country or economy,Africa,Wind,0,51651
Algeria,3/1/2019,Country or economy,Africa,All technologies,38358094,206269709
Algeria,3/1/2019,Country or economy,Africa,Batteries,287541,18313512
Algeria,3/1/2019,Country or economy,Africa,EVs,8774,258918
Algeria,3/1/2019,Country or economy,Africa,Grid,289985,5815683
Algeria,3/1/2019,Country or economy,Africa,Heating and cooling systems,37558306,175990851
Algeria,3/1/2019,Country or economy,Africa,Solar PV,213488,5839094
Algeria,3/1/2019,Country or economy,Africa,Wind,0,51651
Algeria,4/1/2019,Country or economy,Africa,All technologies,24836899,178743930
Algeria,4/1/2019,Country or economy,Africa,Batteries,412373,18060698
Algeria,4/1/2019,Country or economy,Africa,EVs,5629,244542
Algeria,4/1/2019,Country or economy,Africa,Grid,176615,5853396
Algeria,4/1/2019,Country or economy,Africa,Heating and cooling systems,23159035,152092410
Algeria,4/1/2019,Country or economy,Africa,Solar PV,1083247,2441233
Algeria,4/1/2019,Country or economy,Africa,Wind,0,51651
Algeria,5/1/2019,Country or economy,Africa,All technologies,33643633,181524192
Algeria,5/1/2019,Country or economy,Africa,Batteries,3019722,19867918
Algeria,5/1/2019,Country or economy,Africa,EVs,26791,203413
Algeria,5/1/2019,Country or economy,Africa,Grid,252635,5413830
Algeria,5/1/2019,Country or economy,Africa,Heating and cooling systems,30218778,153456010
Algeria,5/1/2019,Country or economy,Africa,Solar PV,125707,2531370
Algeria,5/1/2019,Country or economy,Africa,Wind,0,51651
Algeria,6/1/2019,Country or economy,Africa,All technologies,9764264,166686476
Algeria,6/1/2019,Country or economy,Africa,Batteries,1263929,20518017
Algeria,6/1/2019,Country or economy,Africa,EVs,828,145207
Algeria,6/1/2019,Country or economy,Africa,Grid,298383,5691287
Algeria,6/1/2019,Country or economy,Africa,Heating and cooling systems,7657563,137321866
Algeria,6/1/2019,Country or economy,Africa,Solar PV,543561,2958448
Algeria,6/1/2019,Country or economy,Africa,Wind,0,51651
Algeria,7/1/2019,Country or economy,Africa,All technologies,4587215,168647922
Algeria,7/1/2019,Country or economy,Africa,Batteries,653014,20169917
Algeria,7/1/2019,Country or economy,Africa,EVs,56925,193792
Algeria,7/1/2019,Country or economy,Africa,Grid,1097047,6057767
Algeria,7/1/2019,Country or economy,Africa,Heating and cooling systems,2692031,139162494
Algeria,7/1/2019,Country or economy,Africa,Solar PV,88198,3012301
Algeria,7/1/2019,Country or economy,Africa,Wind,0,51651
Algeria,8/1/2019,Country or economy,Africa,All technologies,3917638,165349681
Algeria,8/1/2019,Country or economy,Africa,Batteries,643376,18244734
Algeria,8/1/2019,Country or economy,Africa,EVs,40456,225365
Algeria,8/1/2019,Country or economy,Africa,Grid,210360,4170459
Algeria,8/1/2019,Country or economy,Africa,Heating and cooling systems,2363321,139080481
Algeria,8/1/2019,Country or economy,Africa,Solar PV,658565,3575431
Algeria,8/1/2019,Country or economy,Africa,Wind,1560,53211
Algeria,9/1/2019,Country or economy,Africa,All technologies,1174856,158617699
Algeria,9/1/2019,Country or economy,Africa,Batteries,671508,15168457
Algeria,9/1/2019,Country or economy,Africa,EVs,3300,218069
Algeria,9/1/2019,Country or economy,Africa,Grid,12420,2922859
Algeria,9/1/2019,Country or economy,Africa,Heating and cooling systems,486068,136832139
Algeria,9/1/2019,Country or economy,Africa,Solar PV,1560,3474615
Algeria,9/1/2019,Country or economy,Africa,Wind,0,1560
Algeria,10/1/2019,Country or economy,Africa,All technologies,3466491,157606411
Algeria,10/1/2019,Country or economy,Africa,Batteries,976076,12549849
Algeria,10/1/2019,Country or economy,Africa,EVs,4124,221657
Algeria,10/1/2019,Country or economy,Africa,Grid,115545,2902686
Algeria,10/1/2019,Country or economy,Africa,Heating and cooling systems,2211074,138511204
Algeria,10/1/2019,Country or economy,Africa,Solar PV,159672,3419455
Algeria,10/1/2019,Country or economy,Africa,Wind,0,1560
Algeria,11/1/2019,Country or economy,Africa,All technologies,3595625,157956591
Algeria,11/1/2019,Country or economy,Africa,Batteries,1331473,13184282
Algeria,11/1/2019,Country or economy,Africa,EVs,10654,227524
Algeria,11/1/2019,Country or economy,Africa,Grid,408149,3229656
Algeria,11/1/2019,Country or economy,Africa,Heating and cooling systems,1778096,137826879
Algeria,11/1/2019,Country or economy,Africa,Solar PV,57653,3477090
Algeria,11/1/2019,Country or economy,Africa,Wind,9600,11160
Algeria,12/1/2019,Country or economy,Africa,All technologies,7096789,163225062
Algeria,12/1/2019,Country or economy,Africa,Batteries,805603,12591695
Algeria,12/1/2019,Country or economy,Africa,EVs,38049,241376
Algeria,12/1/2019,Country or economy,Africa,Grid,169543,3295621
Algeria,12/1/2019,Country or economy,Africa,Heating and cooling systems,5956319,143610252
Algeria,12/1/2019,Country or economy,Africa,Solar PV,127275,3474958
Algeria,12/1/2019,Country or economy,Africa,Wind,0,11160
Algeria,1/1/2020,Country or economy,Africa,All technologies,8925393,162476020
Algeria,1/1/2020,Country or economy,Africa,Batteries,1113313,12486519
Algeria,1/1/2020,Country or economy,Africa,EVs,23851,223731
Algeria,1/1/2020,Country or economy,Africa,Grid,30961,3061643
Algeria,1/1/2020,Country or economy,Africa,Heating and cooling systems,7460132,143149592
Algeria,1/1/2020,Country or economy,Africa,Solar PV,297136,3543375
Algeria,1/1/2020,Country or economy,Africa,Wind,0,11160
Algeria,2/1/2020,Country or economy,Africa,All technologies,4408298,143775195
Algeria,2/1/2020,Country or economy,Africa,Batteries,232184,11410112
Algeria,2/1/2020,Country or economy,Africa,EVs,0,219381
Algeria,2/1/2020,Country or economy,Africa,Grid,0,3061643
Algeria,2/1/2020,Country or economy,Africa,Heating and cooling systems,4107117,125647840
Algeria,2/1/2020,Country or economy,Africa,Solar PV,68997,3425059
Algeria,2/1/2020,Country or economy,Africa,Wind,0,11160
Algeria,3/1/2020,Country or economy,Africa,All technologies,3557247,108974348
Algeria,3/1/2020,Country or economy,Africa,Batteries,1211787,12334358
Algeria,3/1/2020,Country or economy,Africa,EVs,82217,292824
Algeria,3/1/2020,Country or economy,Africa,Grid,28486,2800144
Algeria,3/1/2020,Country or economy,Africa,Heating and cooling systems,1943525,90033059
Algeria,3/1/2020,Country or economy,Africa,Solar PV,291232,3502803
Algeria,3/1/2020,Country or economy,Africa,Wind,0,11160
Algeria,4/1/2020,Country or economy,Africa,All technologies,18829326,102966775
Algeria,4/1/2020,Country or economy,Africa,Batteries,761629,12683614
Algeria,4/1/2020,Country or economy,Africa,EVs,110614,397809
Algeria,4/1/2020,Country or economy,Africa,Grid,97950,2721479
Algeria,4/1/2020,Country or economy,Africa,Heating and cooling systems,17819011,84693035
Algeria,4/1/2020,Country or economy,Africa,Solar PV,40122,2459678
Algeria,4/1/2020,Country or economy,Africa,Wind,0,11160
Algeria,5/1/2020,Country or economy,Africa,All technologies,23220903,92544045
Algeria,5/1/2020,Country or economy,Africa,Batteries,1372966,11036858
Algeria,5/1/2020,Country or economy,Africa,EVs,0,371018
Algeria,5/1/2020,Country or economy,Africa,Grid,213562,2682406
Algeria,5/1/2020,Country or economy,Africa,Heating and cooling systems,21361116,75835373
Algeria,5/1/2020,Country or economy,Africa,Solar PV,273259,2607230
Algeria,5/1/2020,Country or economy,Africa,Wind,0,11160
Algeria,6/1/2020,Country or economy,Africa,All technologies,6212030,88991811
Algeria,6/1/2020,Country or economy,Africa,Batteries,1352168,11125097
Algeria,6/1/2020,Country or economy,Africa,EVs,27431,397621
Algeria,6/1/2020,Country or economy,Africa,Grid,172657,2556680
Algeria,6/1/2020,Country or economy,Africa,Heating and cooling systems,4420850,72598660
Algeria,6/1/2020,Country or economy,Africa,Solar PV,238924,2302593
Algeria,6/1/2020,Country or economy,Africa,Wind,0,11160
Algeria,7/1/2020,Country or economy,Africa,All technologies,9055417,93460013
Algeria,7/1/2020,Country or economy,Africa,Batteries,2499867,12971950
Algeria,7/1/2020,Country or economy,Africa,EVs,26607,367303
Algeria,7/1/2020,Country or economy,Africa,Grid,115781,1575414
Algeria,7/1/2020,Country or economy,Africa,Heating and cooling systems,6345590,76252219
Algeria,7/1/2020,Country or economy,Africa,Solar PV,67572,2281967
Algeria,7/1/2020,Country or economy,Africa,Wind,0,11160
Algeria,8/1/2020,Country or economy,Africa,All technologies,6442665,95985040
Algeria,8/1/2020,Country or economy,Africa,Batteries,2502371,14830945
Algeria,8/1/2020,Country or economy,Africa,EVs,2752,329599
Algeria,8/1/2020,Country or economy,Africa,Grid,182800,1547854
Algeria,8/1/2020,Country or economy,Africa,Heating and cooling systems,3651406,77540304
Algeria,8/1/2020,Country or economy,Africa,Solar PV,103336,1726738
Algeria,8/1/2020,Country or economy,Africa,Wind,0,9600
Algeria,9/1/2020,Country or economy,Africa,All technologies,5885813,100695997
Algeria,9/1/2020,Country or economy,Africa,Batteries,1648638,15808075
Algeria,9/1/2020,Country or economy,Africa,EVs,10059,336358
Algeria,9/1/2020,Country or economy,Africa,Grid,427312,1962746
Algeria,9/1/2020,Country or economy,Africa,Heating and cooling systems,1736676,78790912
Algeria,9/1/2020,Country or economy,Africa,Solar PV,2063128,3788306
Algeria,9/1/2020,Country or economy,Africa,Wind,0,9600
Algeria,10/1/2020,Country or economy,Africa,All technologies,7360238,104589744
Algeria,10/1/2020,Country or economy,Africa,Batteries,5866946,20698945
Algeria,10/1/2020,Country or economy,Africa,EVs,8927,341161
Algeria,10/1/2020,Country or economy,Africa,Grid,368587,2215788
Algeria,10/1/2020,Country or economy,Africa,Heating and cooling systems,184619,76764457
Algeria,10/1/2020,Country or economy,Africa,Solar PV,931159,4559793
Algeria,10/1/2020,Country or economy,Africa,Wind,0,9600
Algeria,11/1/2020,Country or economy,Africa,All technologies,3394157,104388276
Algeria,11/1/2020,Country or economy,Africa,Batteries,2782760,22150232
Algeria,11/1/2020,Country or economy,Africa,EVs,155,330662
Algeria,11/1/2020,Country or economy,Africa,Grid,156322,1963961
Algeria,11/1/2020,Country or economy,Africa,Heating and cooling systems,154737,75141098
Algeria,11/1/2020,Country or economy,Africa,Solar PV,300048,4802188
